SITE NUMBER: 00061 RATED CAP: 1011.1 IEC CLASS: 1 LOSSES (%): 16.9
SITE LATITUDE:   42.70237 LONGITUDE:  -97.60130
DATE,TIME(UTC),SPEED80M(M/S),NETPOWER(MW)
20040101,0010,7.34,272.29
20040101,0020,7.80,308.61
20040101,0030,8.12,324.12
20040101,0040,8.45,363.51
20040101,0050,8.60,386.81
20040101,0100,8.79,412.41
20040101,0110,9.07,441.69
20040101,0120,9.33,475.47
20040101,0130,9.75,532.34
20040101,0140,10.16,595.13
20040101,0150,10.49,647.69
20040101,0200,10.68,658.16
20040101,0210,10.83,679.47
20040101,0220,10.83,683.42
20040101,0230,10.79,696.20
20040101,0240,10.81,693.41
20040101,0250,10.76,679.65
20040101,0300,10.83,665.01
20040101,0310,10.83,678.66
20040101,0320,10.90,686.74
20040101,0330,10.84,683.89
20040101,0340,10.60,654.87
20040101,0350,10.43,632.90
20040101,0400,10.24,620.27
20040101,0410,9.89,566.03
20040101,0420,9.53,529.02
20040101,0430,9.44,510.86
20040101,0440,9.47,524.26
20040101,0450,9.58,528.45
20040101,0500,9.74,530.65
20040101,0510,9.90,567.52
20040101,0520,10.01,582.22
20040101,0530,10.07,586.73
20040101,0540,10.22,613.15
20040101,0550,10.31,633.66
20040101,0600,10.37,628.17
20040101,0610,10.31,606.86
20040101,0620,10.26,622.45
20040101,0630,10.18,604.16
20040101,0640,10.05,587.34
20040101,0650,9.95,570.99
20040101,0700,9.83,552.50
20040101,0710,9.74,545.77
20040101,0720,9.51,525.44
20040101,0730,9.15,466.23
20040101,0740,8.79,402.18
20040101,0750,8.48,374.02
20040101,0800,8.23,342.38
20040101,0810,8.08,320.40
20040101,0820,8.03,313.73
20040101,0830,8.02,311.03
20040101,0840,8.00,312.73
20040101,0850,7.90,302.83
20040101,0900,7.86,301.49
20040101,0910,7.82,297.89
20040101,0920,7.84,305.17
20040101,0930,7.87,308.26
20040101,0940,7.90,305.45
20040101,0950,7.97,308.82
20040101,1000,8.11,339.49
20040101,1010,8.24,347.78
20040101,1020,8.38,367.73
20040101,1030,8.53,388.62
20040101,1040,8.62,392.50
20040101,1050,8.69,403.19
20040101,1100,8.75,413.44
20040101,1110,8.76,417.28
20040101,1120,8.84,419.79
20040101,1130,8.97,433.36
20040101,1140,9.06,438.14
20040101,1150,9.22,460.57
20040101,1200,9.22,462.39
20040101,1210,9.19,450.24
20040101,1220,9.23,472.96
20040101,1230,9.28,475.10
20040101,1240,9.27,471.90
20040101,1250,9.27,478.18
20040101,1300,9.22,461.25
20040101,1310,9.30,478.25
20040101,1320,9.37,487.44
20040101,1330,9.23,473.67
20040101,1340,9.06,452.90
20040101,1350,9.16,461.53
