SITE NUMBER: 00056 RATED CAP: 1230.1 IEC CLASS: 2 LOSSES (%): 17.3
SITE LATITUDE:   35.68234 LONGITUDE: -100.89766
DATE,TIME(UTC),SPEED80M(M/S),NETPOWER(MW)
20040101,0010,8.92,876.06
20040101,0020,9.65,998.77
20040101,0030,10.48,1132.61
20040101,0040,11.24,1193.20
20040101,0050,11.66,1193.20
20040101,0100,12.14,1193.20
20040101,0110,12.53,1192.17
20040101,0120,13.22,1173.26
20040101,0130,13.78,1154.97
20040101,0140,14.47,1144.98
20040101,0150,14.92,1141.32
20040101,0200,14.94,1139.72
20040101,0210,14.75,1138.23
20040101,0220,14.53,1135.86
20040101,0230,13.99,1130.16
20040101,0240,13.63,1125.32
20040101,0250,13.34,1123.68
20040101,0300,13.23,1116.44
20040101,0310,13.16,1117.72
20040101,0320,13.12,1121.35
20040101,0330,13.35,1127.41
20040101,0340,13.57,1129.30
20040101,0350,13.83,1131.17
20040101,0400,13.90,1131.68
20040101,0410,13.78,1130.67
20040101,0420,13.61,1129.18
20040101,0430,13.42,1126.23
20040101,0440,13.24,1120.83
20040101,0450,13.19,1121.89
20040101,0500,13.22,1119.87
20040101,0510,13.16,1115.76
20040101,0520,12.96,1110.34
20040101,0530,12.59,1096.98
20040101,0540,12.30,1168.53
20040101,0550,12.13,1150.64
20040101,0600,12.16,1155.71
20040101,0610,12.48,1170.74
20040101,0620,12.93,1189.56
20040101,0630,13.40,1193.20
20040101,0640,13.85,1193.20
20040101,0650,14.07,1193.20
20040101,0700,14.16,1193.20
20040101,0710,14.03,1193.20
20040101,0720,13.67,1193.20
20040101,0730,13.17,1187.82
20040101,0740,12.58,1099.86
20040101,0750,11.93,1047.13
20040101,0800,11.51,1017.10
20040101,0810,11.50,1001.45
20040101,0820,11.73,1017.59
20040101,0830,12.09,1045.92
20040101,0840,12.52,1069.53
20040101,0850,12.90,1090.14
20040101,0900,13.47,1097.23
20040101,0910,14.06,1102.48
20040101,0920,14.40,1103.09
20040101,0930,14.50,1105.37
20040101,0940,14.50,1103.15
20040101,0950,14.62,1104.11
20040101,1000,14.51,1152.94
20040101,1010,14.37,1081.25
20040101,1020,14.65,1078.44
20040101,1030,14.75,1072.56
20040101,1040,14.86,1069.76
20040101,1050,14.50,1065.50
20040101,1100,14.05,1061.72
20040101,1110,13.82,1055.20
20040101,1120,13.45,1066.40
20040101,1130,12.89,1026.64
20040101,1140,11.96,974.52
20040101,1150,11.23,926.44
20040101,1200,11.14,896.38
