SITE NUMBER: 00025 RATED CAP:  150.5 IEC CLASS: 1 LOSSES (%): 16.4
SITE LATITUDE:   45.43818 LONGITUDE: -103.14471
DATE,TIME(UTC),SPEED80M(M/S),NETPOWER(MW)
20040101,0010,9.06,50.59
20040101,0020,9.10,53.76
20040101,0030,8.29,40.30
20040101,0040,7.30,27.29
20040101,0050,6.08,16.24
20040101,0100,4.74,6.76
20040101,0110,3.70,1.11
20040101,0120,3.52,.00
20040101,0130,3.81,.00
20040101,0140,3.72,.00
20040101,0150,3.47,.00
20040101,0200,3.31,.00
20040101,0210,2.95,.00
20040101,0220,2.64,.00
20040101,0230,2.46,.00
20040101,0240,2.30,.00
20040101,0250,2.80,.00
20040101,0300,3.62,1.46
20040101,0310,4.20,3.00
20040101,0320,4.56,4.30
20040101,0330,4.94,5.57
20040101,0340,5.27,7.06
20040101,0350,5.45,8.07
20040101,0400,5.40,7.73
20040101,0410,5.11,6.01
20040101,0420,5.04,5.60
20040101,0430,5.14,5.99
20040101,0440,5.19,6.28
20040101,0450,5.20,6.27
20040101,0500,5.20,6.25
20040101,0510,5.19,6.73
20040101,0520,5.26,7.14
20040101,0530,5.41,8.50
20040101,0540,5.45,8.58
20040101,0550,5.49,8.82
20040101,0600,5.65,9.03
20040101,0610,5.90,10.63
20040101,0620,6.01,11.41
20040101,0630,5.90,10.35
20040101,0640,5.58,7.97
20040101,0650,5.36,6.84
20040101,0700,5.31,6.43
20040101,0710,5.22,5.81
20040101,0720,5.12,5.30
20040101,0730,4.94,4.21
20040101,0740,4.79,3.32
20040101,0750,4.76,3.37
20040101,0800,4.87,4.38
20040101,0810,5.08,5.74
20040101,0820,5.19,6.93
20040101,0830,4.97,6.12
20040101,0840,4.31,3.89
20040101,0850,3.70,1.94
20040101,0900,3.61,1.27
20040101,0910,3.70,1.09
20040101,0920,3.92,1.59
20040101,0930,4.21,2.48
20040101,0940,4.50,3.65
20040101,0950,5.01,6.13
20040101,1000,5.61,9.63
20040101,1010,6.32,15.44
20040101,1020,7.33,25.32
20040101,1030,8.36,39.31
20040101,1040,8.96,48.64
20040101,1050,9.34,55.87
20040101,1100,9.87,65.47
20040101,1110,10.06,70.44
20040101,1120,10.11,73.16
20040101,1130,10.23,75.74
20040101,1140,10.36,78.72
20040101,1150,10.59,84.13
20040101,1200,10.43,82.04
20040101,1210,10.46,82.62
20040101,1220,10.33,81.59
20040101,1230,10.28,81.81
20040101,1240,10.24,81.13
20040101,1250,10.09,79.72
20040101,1300,10.21,82.88
20040101,1310,9.96,78.16
20040101,1320,10.56,88.80
20040101,1330,11.08,94.98
20040101,1340,11.66,106.74
20040101,1350,12.03,113.79
20040101,1400,12.53,120.86
20040101,1410,12.82,123.16
20040101,1420,12.98,125.53
20040101,1430,12.73,122.01
20040101,1440,12.50,121.72
20040101,1450,12.78,124.84
20040101,1500,13.03,127.84
20040101,1510,13.39,130.24
20040101,1520,13.84,132.16
20040101,1530,14.18,134.50
20040101,1540,14.43,135.62
20040101,1550,14.93,137.01
20040101,1600,16.29,138.01
20040101,1610,18.19,138.52
20040101,1620,19.69,138.81
20040101,1630,20.52,139.00
20040101,1640,20.64,139.17
20040101,1650,20.39,139.27
20040101,1700,19.75,139.44
20040101,1710,18.95,139.35
20040101,1720,18.15,139.43
20040101,1730,17.32,139.38
20040101,1740,16.51,139.21
20040101,1750,15.65,136.09
20040101,1800,14.81,134.92
20040101,1810,14.07,132.93
20040101,1820,13.35,129.23
20040101,1830,12.75,124.65
20040101,1840,12.41,121.74
20040101,1850,12.18,118.31
20040101,1900,12.14,114.67
20040101,1910,12.29,118.08
