SITE NUMBER: 00150 RATED CAP:  350.7 IEC CLASS: 1 LOSSES (%): 16.7
SITE LATITUDE:   37.64824 LONGITUDE: -100.40179
DATE,TIME(UTC),SPEED80M(M/S),NETPOWER(MW)
20040101,0010,7.06,79.53
20040101,0020,7.49,88.02
20040101,0030,8.03,104.95
20040101,0040,8.46,120.09
20040101,0050,8.61,123.19
20040101,0100,8.49,116.01
20040101,0110,8.32,105.44
20040101,0120,8.62,109.06
20040101,0130,9.38,137.02
20040101,0140,10.04,162.52
20040101,0150,10.58,185.58
20040101,0200,11.03,214.23
20040101,0210,11.36,229.05
20040101,0220,11.14,208.92
20040101,0230,10.88,196.78
20040101,0240,10.94,198.39
20040101,0250,11.27,210.97
20040101,0300,11.87,215.53
20040101,0310,12.49,231.45
20040101,0320,13.09,242.63
20040101,0330,13.92,252.82
20040101,0340,14.68,258.38
20040101,0350,15.06,262.57
20040101,0400,15.20,263.42
20040101,0410,15.15,264.28
20040101,0420,15.15,273.90
20040101,0430,14.66,272.62
20040101,0440,14.36,271.83
20040101,0450,14.27,270.93
20040101,0500,14.09,270.88
20040101,0510,13.90,268.57
20040101,0520,13.81,267.11
20040101,0530,13.64,265.04
20040101,0540,13.35,262.37
20040101,0550,13.12,260.79
20040101,0600,12.94,264.28
20040101,0610,12.77,261.34
20040101,0620,12.55,256.27
20040101,0630,12.48,254.79
20040101,0640,12.48,256.37
20040101,0650,12.46,256.07
20040101,0700,12.49,253.91
20040101,0710,12.45,246.73
20040101,0720,12.51,247.48
20040101,0730,12.72,252.84
20040101,0740,13.15,262.60
20040101,0750,13.56,267.51
20040101,0800,13.78,269.57
20040101,0810,14.05,274.67
20040101,0820,14.15,276.09
20040101,0830,14.11,264.84
20040101,0840,14.13,267.34
20040101,0850,14.20,267.85
20040101,0900,14.37,270.47
20040101,0910,14.49,270.57
20040101,0920,14.42,270.89
20040101,0930,14.60,272.35
20040101,0940,14.77,283.53
20040101,0950,14.71,284.07
20040101,1000,14.64,279.08
20040101,1010,14.76,278.82
20040101,1020,14.22,270.90
20040101,1030,12.48,230.04
20040101,1040,11.50,201.57
20040101,1050,11.09,188.46
20040101,1100,10.99,183.43
20040101,1110,11.17,193.94
20040101,1120,11.47,198.55
20040101,1130,11.57,202.29
20040101,1140,11.37,194.70
20040101,1150,11.22,191.93
20040101,1200,10.94,182.20
20040101,1210,10.78,176.93
20040101,1220,10.60,167.07
20040101,1230,10.42,157.28
20040101,1240,10.20,150.46
20040101,1250,10.08,139.30
20040101,1300,9.52,114.17
20040101,1310,8.97,93.82
20040101,1320,8.43,77.68
20040101,1330,7.92,61.70
20040101,1340,7.48,49.15
20040101,1350,7.34,44.29
20040101,1400,7.43,45.97
20040101,1410,7.79,56.81
20040101,1420,8.36,71.74
20040101,1430,8.80,84.89
20040101,1440,9.27,100.10
20040101,1450,9.72,117.35
20040101,1500,10.17,137.08
20040101,1510,10.39,145.77
20040101,1520,10.43,147.20
20040101,1530,10.14,124.03
20040101,1540,9.73,108.24
20040101,1550,9.62,104.48
20040101,1600,9.63,105.54
20040101,1610,9.51,101.46
20040101,1620,8.92,83.47
20040101,1630,8.62,74.06
20040101,1640,8.65,83.80
20040101,1650,8.58,86.65
20040101,1700,8.49,82.74
20040101,1710,8.35,79.49
20040101,1720,8.63,88.42
20040101,1730,8.85,96.31
20040101,1740,9.14,107.59
20040101,1750,9.32,113.43
20040101,1800,9.27,106.49
20040101,1810,9.17,101.40
20040101,1820,8.83,89.16
20040101,1830,8.12,72.06
20040101,1840,7.39,45.88
20040101,1850,6.49,26.34
20040101,1900,6.02,18.81
20040101,1910,5.93,18.82
20040101,1920,5.88,18.82
20040101,1930,5.60,18.83
20040101,1940,5.01,18.83
20040101,1950,4.61,18.83
20040101,2000,4.54,18.83
20040101,2010,4.24,18.82
20040101,2020,3.35,18.80
20040101,2030,2.97,18.78
20040101,2040,3.29,18.76
20040101,2050,3.75,20.12
20040101,2100,4.01,21.26
20040101,2110,3.95,20.55
20040101,2120,3.51,18.67
20040101,2130,3.18,18.64
20040101,2140,3.02,18.62
20040101,2150,3.04,18.59
20040101,2200,2.84,18.56
20040101,2210,2.48,18.53
20040101,2220,2.25,18.50
20040101,2230,2.20,18.47
20040101,2240,2.17,18.45
20040101,2250,1.81,18.41
20040101,2300,1.57,18.38
20040101,2310,1.64,18.42
20040101,2320,1.85,18.39
20040101,2330,1.87,18.44
20040101,2340,1.55,18.27
20040101,2350,1.13,18.24
20040102,0000,1.13,18.21
20040102,0010,1.08,18.19
20040102,0020,.94,18.16
20040102,0030,1.13,18.14
20040102,0040,1.20,18.11
20040102,0050,1.06,18.09
20040102,0100,1.34,18.08
20040102,0110,1.80,18.06
20040102,0120,2.33,18.04
20040102,0130,3.30,18.03
20040102,0140,3.85,19.18
20040102,0150,4.22,19.89
20040102,0200,4.57,21.68
20040102,0210,4.44,19.40
20040102,0220,5.09,26.33
20040102,0230,5.21,27.42
20040102,0240,5.55,33.61
20040102,0250,6.20,43.50
20040102,0300,7.02,59.81
20040102,0310,7.55,73.38
20040102,0320,7.84,81.06
20040102,0330,8.32,95.57
20040102,0340,9.34,131.24
20040102,0350,10.00,157.38
20040102,0400,11.00,204.99
20040102,0410,10.68,196.78
