SITE NUMBER: 00091 RATED CAP: 1044.4 IEC CLASS: 2 LOSSES (%): 17.3
SITE LATITUDE:   46.40733 LONGITUDE: -103.25142
DATE,TIME(UTC),SPEED80M(M/S),NETPOWER(MW)
20040101,0010,11.18,794.42
20040101,0020,11.29,809.40
20040101,0030,11.07,784.19
20040101,0040,11.10,834.74
20040101,0050,11.33,865.14
20040101,0100,11.32,852.69
20040101,0110,11.38,855.05
20040101,0120,11.52,866.34
20040101,0130,11.60,864.31
20040101,0140,11.46,840.52
20040101,0150,10.86,768.16
20040101,0200,10.21,649.83
20040101,0210,9.62,565.01
20040101,0220,9.34,524.63
20040101,0230,9.06,482.89
20040101,0240,8.87,456.06
20040101,0250,8.60,417.46
20040101,0300,8.37,417.55
20040101,0310,7.94,365.25
20040101,0320,7.60,314.07
20040101,0330,7.34,288.69
20040101,0340,7.11,275.30
20040101,0350,7.03,268.43
20040101,0400,7.07,270.78
20040101,0410,7.22,284.94
20040101,0420,7.41,306.77
20040101,0430,7.64,332.78
20040101,0440,7.76,335.43
20040101,0450,7.76,330.87
20040101,0500,7.61,300.09
20040101,0510,7.41,276.53
20040101,0520,7.24,257.64
20040101,0530,7.17,249.18
20040101,0540,7.23,253.54
20040101,0550,7.30,257.40
20040101,0600,7.34,260.43
20040101,0610,7.26,250.18
20040101,0620,7.07,230.16
20040101,0630,6.79,209.05
20040101,0640,6.43,180.69
20040101,0650,6.04,145.10
20040101,0700,5.70,121.86
20040101,0710,5.41,102.07
20040101,0720,5.09,82.69
20040101,0730,4.77,62.62
20040101,0740,4.53,46.97
20040101,0750,4.31,33.75
20040101,0800,4.17,25.34
20040101,0810,4.14,21.37
20040101,0820,4.18,22.54
20040101,0830,4.30,26.58
20040101,0840,4.39,29.76
20040101,0850,4.43,30.47
20040101,0900,4.48,31.08
20040101,0910,4.42,24.10
20040101,0920,4.24,15.45
20040101,0930,3.93,4.51
20040101,0940,3.52,.00
20040101,0950,3.12,.00
20040101,1000,2.84,.00
20040101,1010,2.64,.00
20040101,1020,2.31,.00
20040101,1030,1.97,.00
20040101,1040,1.83,.00
20040101,1050,2.05,.00
20040101,1100,2.27,.00
20040101,1110,2.37,.00
20040101,1120,2.57,.00
20040101,1130,2.94,.00
20040101,1140,3.14,.00
20040101,1150,2.77,.00
20040101,1200,3.84,6.72
20040101,1210,4.95,51.44
20040101,1220,6.05,121.50
20040101,1230,7.21,224.86
20040101,1240,8.38,368.37
20040101,1250,9.50,537.68
20040101,1300,9.95,607.25
20040101,1310,10.25,635.81
20040101,1320,10.81,706.97
20040101,1330,11.83,783.93
20040101,1340,12.49,824.88
20040101,1350,13.59,903.64
20040101,1400,14.17,877.09
20040101,1410,14.40,883.44
20040101,1420,14.59,888.99
20040101,1430,15.04,894.93
20040101,1440,15.10,911.91
20040101,1450,14.97,920.90
20040101,1500,14.66,925.89
20040101,1510,14.38,930.69
20040101,1520,14.41,935.72
20040101,1530,14.58,940.92
20040101,1540,14.42,943.98
20040101,1550,14.61,909.70
20040101,1600,15.52,912.44
20040101,1610,16.50,914.70
20040101,1620,16.73,916.52
20040101,1630,16.93,917.82
20040101,1640,17.35,955.48
20040101,1650,17.68,956.45
20040101,1700,17.43,957.89
20040101,1710,16.63,960.65
20040101,1720,15.65,964.19
20040101,1730,14.64,965.28
20040101,1740,13.84,963.84
20040101,1750,13.28,962.30
20040101,1800,12.93,957.87
20040101,1810,12.72,956.62
20040101,1820,12.56,955.15
20040101,1830,12.47,956.56
20040101,1840,12.40,960.03
20040101,1850,12.36,960.39
20040101,1900,12.17,954.11
20040101,1910,11.75,933.17
20040101,1920,11.11,882.75
20040101,1930,10.03,753.73
20040101,1940,8.96,588.48
20040101,1950,8.14,466.60
20040101,2000,7.55,379.00
20040101,2010,7.04,318.58
20040101,2020,6.48,254.95
20040101,2030,5.79,191.57
20040101,2040,5.17,137.81
20040101,2050,4.76,108.48
20040101,2100,4.60,95.39
20040101,2110,4.74,94.92
20040101,2120,5.12,106.58
20040101,2130,5.78,140.87
20040101,2140,6.29,168.93
20040101,2150,6.69,191.68
20040101,2200,6.95,210.40
20040101,2210,6.86,197.40
20040101,2220,6.41,153.84
20040101,2230,6.11,129.75
20040101,2240,5.73,99.41
20040101,2250,5.21,71.35
20040101,2300,4.77,47.40
20040101,2310,4.23,25.22
20040101,2320,3.25,.00
20040101,2330,2.56,.00
20040101,2340,2.29,.00
20040101,2350,3.13,.08
20040102,0000,3.90,11.96
20040102,0010,4.45,26.03
20040102,0020,5.09,51.07
20040102,0030,5.88,93.20
20040102,0040,6.57,139.85
20040102,0050,7.30,204.59
20040102,0100,7.43,216.46
20040102,0110,7.58,227.38
20040102,0120,7.55,227.68
20040102,0130,7.61,240.15
20040102,0140,7.71,258.63
20040102,0150,7.31,224.58
20040102,0200,7.02,205.43
20040102,0210,6.99,208.85
20040102,0220,7.51,267.11
20040102,0230,7.97,329.51
20040102,0240,8.60,425.64
20040102,0250,9.48,552.54
20040102,0300,10.35,683.46
20040102,0310,10.88,754.56
20040102,0320,11.27,798.47
20040102,0330,11.42,813.89
20040102,0340,11.43,821.06
20040102,0350,11.52,832.61
20040102,0400,11.68,843.93
20040102,0410,11.94,867.67
20040102,0420,12.19,881.19
20040102,0430,12.36,924.95
20040102,0440,12.25,926.54
20040102,0450,12.14,922.54
20040102,0500,12.02,922.49
20040102,0510,11.74,906.72
20040102,0520,11.50,894.30
20040102,0530,11.44,902.01
20040102,0540,11.43,906.16
20040102,0550,11.29,900.36
20040102,0600,11.20,890.64
20040102,0610,11.36,891.05
20040102,0620,11.49,919.12
20040102,0630,11.22,895.88
20040102,0640,10.88,855.48
20040102,0650,10.60,828.61
20040102,0700,10.13,758.59
20040102,0710,9.91,733.57
20040102,0720,9.91,719.78
20040102,0730,9.82,709.14
20040102,0740,8.95,579.68
20040102,0750,8.38,491.56
20040102,0800,8.55,515.35
20040102,0810,8.85,549.60
20040102,0820,8.36,461.08
20040102,0830,7.56,350.99
20040102,0840,6.74,259.58
20040102,0850,6.47,228.14
20040102,0900,6.30,210.53
20040102,0910,5.89,176.24
20040102,0920,5.50,144.72
20040102,0930,5.25,124.43
20040102,0940,4.96,104.12
20040102,0950,4.54,78.60
20040102,1000,4.14,60.05
20040102,1010,3.85,46.68
20040102,1020,3.81,43.67
20040102,1030,3.76,42.78
20040102,1040,3.87,48.80
20040102,1050,4.19,64.71
20040102,1100,4.71,96.35
20040102,1110,5.40,148.79
20040102,1120,6.40,230.61
20040102,1130,7.70,357.04
20040102,1140,9.38,513.43
20040102,1150,11.30,681.90
20040102,1200,11.75,735.89
20040102,1210,12.12,786.11
20040102,1220,12.51,819.72
20040102,1230,12.94,899.70
20040102,1240,13.32,922.05
20040102,1250,13.71,932.58
20040102,1300,14.09,939.74
20040102,1310,14.46,945.91
20040102,1320,14.81,951.52
20040102,1330,14.80,956.42
20040102,1340,14.66,960.94
20040102,1350,14.25,965.22
20040102,1400,13.63,966.64
20040102,1410,12.74,959.93
20040102,1420,11.75,924.47
20040102,1430,11.19,876.87
20040102,1440,10.89,850.49
20040102,1450,10.89,853.04
20040102,1500,11.32,893.41
20040102,1510,12.08,937.33
20040102,1520,12.96,968.89
20040102,1530,14.11,979.33
20040102,1540,15.02,981.27
20040102,1550,15.53,981.63
20040102,1600,15.56,982.10
20040102,1610,15.07,982.77
20040102,1620,14.43,983.06
20040102,1630,14.11,983.55
20040102,1640,13.82,984.10
20040102,1650,13.65,982.45
20040102,1700,14.01,984.08
20040102,1710,14.60,985.58
20040102,1720,15.37,987.12
20040102,1730,15.61,988.65
20040102,1740,15.57,990.42
20040102,1750,15.61,992.46
20040102,1800,15.66,994.25
20040102,1810,15.76,996.86
20040102,1820,16.11,1000.04
20040102,1830,16.43,1004.02
20040102,1840,16.74,1008.07
20040102,1850,16.99,980.22
20040102,1900,16.88,1009.09
20040102,1910,16.59,1009.14
20040102,1920,16.35,932.43
20040102,1930,16.04,935.46
20040102,1940,15.73,938.08
20040102,1950,15.48,940.50
20040102,2000,15.23,942.62
20040102,2010,15.00,966.71
20040102,2020,14.88,969.07
20040102,2030,14.88,953.39
20040102,2040,14.98,956.93
20040102,2050,14.90,958.78
20040102,2100,14.73,960.23
20040102,2110,14.73,961.22
20040102,2120,14.75,962.11
20040102,2130,14.77,962.87
20040102,2140,14.72,963.49
20040102,2150,14.72,964.00
20040102,2200,14.80,964.89
20040102,2210,14.87,998.11
20040102,2220,14.79,998.61
20040102,2230,14.88,999.18
20040102,2240,14.95,994.81
20040102,2250,14.94,995.09
20040102,2300,14.79,995.61
20040102,2310,14.62,995.84
20040102,2320,14.39,995.77
