SITE NUMBER: 00310 RATED CAP:  408.3 IEC CLASS: 2 LOSSES (%): 17.7
SITE LATITUDE:   42.70485 LONGITUDE: -100.54395
DATE,TIME(UTC),SPEED80M(M/S),NETPOWER(MW)
20040101,0010,15.26,396.05
20040101,0020,15.55,394.40
20040101,0030,15.46,391.06
20040101,0040,15.35,390.30
20040101,0050,15.37,389.87
20040101,0100,15.49,389.70
20040101,0110,15.74,388.74
20040101,0120,15.98,387.20
20040101,0130,16.08,384.78
20040101,0140,15.88,383.09
20040101,0150,15.56,382.32
20040101,0200,15.16,381.50
20040101,0210,14.73,380.27
20040101,0220,14.44,380.73
20040101,0230,14.31,388.66
20040101,0240,14.45,388.27
20040101,0250,14.37,388.02
20040101,0300,14.33,387.81
20040101,0310,14.15,386.94
20040101,0320,13.94,386.42
20040101,0330,13.64,386.49
20040101,0340,13.31,386.38
20040101,0350,13.28,381.39
20040101,0400,13.22,381.05
20040101,0410,13.17,369.79
20040101,0420,13.17,370.32
20040101,0430,13.25,370.35
20040101,0440,13.24,370.40
20040101,0450,13.32,372.76
20040101,0500,13.49,373.32
20040101,0510,13.77,373.56
20040101,0520,14.07,373.92
20040101,0530,14.35,373.98
20040101,0540,14.61,380.87
20040101,0550,14.68,380.76
20040101,0600,14.65,380.56
20040101,0610,14.52,380.43
20040101,0620,14.40,382.33
20040101,0630,14.26,381.83
20040101,0640,14.09,381.26
20040101,0650,13.99,380.84
20040101,0700,13.93,380.30
20040101,0710,13.90,379.77
20040101,0720,13.84,378.65
20040101,0730,13.79,377.29
20040101,0740,13.73,376.20
20040101,0750,13.66,380.42
20040101,0800,13.54,379.29
20040101,0810,13.44,378.26
20040101,0820,13.32,377.63
20040101,0830,13.18,377.73
20040101,0840,12.99,376.98
20040101,0850,12.82,375.20
20040101,0900,12.86,371.19
20040101,0910,12.85,371.89
20040101,0920,12.68,371.11
20040101,0930,12.38,370.46
20040101,0940,11.97,362.28
20040101,0950,11.70,355.14
20040101,1000,11.60,349.60
20040101,1010,11.62,352.78
20040101,1020,11.84,352.97
20040101,1030,12.29,357.11
20040101,1040,12.96,368.04
20040101,1050,13.24,371.30
20040101,1100,13.21,370.76
20040101,1110,13.21,377.77
20040101,1120,13.38,379.42
20040101,1130,13.24,370.95
20040101,1140,13.00,366.95
20040101,1150,12.79,358.32
20040101,1200,12.92,365.10
20040101,1210,12.99,370.60
20040101,1220,13.06,372.72
20040101,1230,13.26,375.02
20040101,1240,13.41,376.63
20040101,1250,13.51,371.51
20040101,1300,13.41,371.57
20040101,1310,13.35,372.00
20040101,1320,13.26,370.62
20040101,1330,13.20,370.33
20040101,1340,13.13,370.11
20040101,1350,12.90,367.93
20040101,1400,12.53,364.17
20040101,1410,12.23,359.19
20040101,1420,11.97,361.26
20040101,1430,12.26,370.53
20040101,1440,12.95,377.88
20040101,1450,13.55,383.16
20040101,1500,14.12,373.04
20040101,1510,14.59,373.41
20040101,1520,14.82,373.91
20040101,1530,15.07,382.40
20040101,1540,15.34,382.53
20040101,1550,15.44,382.66
20040101,1600,15.41,382.65
20040101,1610,15.22,378.28
20040101,1620,14.99,378.14
20040101,1630,14.73,378.17
20040101,1640,14.57,381.96
20040101,1650,14.36,381.74
20040101,1700,14.22,381.55
20040101,1710,14.20,381.57
20040101,1720,14.46,381.71
20040101,1730,14.60,381.94
20040101,1740,14.87,382.25
20040101,1750,15.00,382.35
20040101,1800,15.06,382.37
20040101,1810,14.97,382.31
20040101,1820,14.97,381.99
20040101,1830,14.63,381.66
20040101,1840,14.23,380.63
20040101,1850,13.87,380.29
20040101,1900,13.46,370.89
20040101,1910,13.00,366.76
20040101,1920,12.55,360.85
20040101,1930,12.16,354.03
20040101,1940,11.66,337.38
20040101,1950,11.22,320.51
20040101,2000,10.74,303.06
20040101,2010,10.31,269.11
20040101,2020,9.80,242.83
20040101,2030,9.43,217.13
20040101,2040,9.01,178.87
20040101,2050,8.62,158.98
20040101,2100,8.20,137.21
20040101,2110,7.93,123.67
20040101,2120,7.73,110.87
20040101,2130,7.71,107.63
20040101,2140,7.75,106.93
20040101,2150,7.80,109.11
20040101,2200,8.03,123.95
20040101,2210,8.39,133.00
20040101,2220,8.69,145.98
20040101,2230,9.20,176.99
20040101,2240,9.91,216.72
20040101,2250,10.51,253.63
20040101,2300,11.05,293.39
20040101,2310,11.33,283.48
20040101,2320,11.30,285.99
20040101,2330,11.29,279.93
20040101,2340,11.18,278.64
20040101,2350,10.86,259.92
20040102,0000,10.52,247.78
20040102,0010,10.06,229.26
20040102,0020,9.66,211.83
20040102,0030,9.48,210.86
20040102,0040,8.97,191.66
20040102,0050,8.63,177.72
20040102,0100,8.40,169.82
20040102,0110,8.33,168.22
20040102,0120,8.35,168.56
20040102,0130,8.27,161.62
20040102,0140,8.36,161.19
20040102,0150,8.34,157.79
20040102,0200,8.41,158.74
20040102,0210,8.59,166.09
20040102,0220,8.88,180.16
20040102,0230,9.49,218.19
20040102,0240,10.60,276.56
20040102,0250,11.71,316.14
20040102,0300,13.24,330.24
20040102,0310,14.38,330.48
20040102,0320,15.43,329.98
20040102,0330,14.91,329.55
20040102,0340,14.55,329.59
20040102,0350,14.41,329.13
20040102,0400,13.99,328.22
20040102,0410,13.63,327.93
20040102,0420,13.61,328.07
20040102,0430,13.59,313.97
20040102,0440,13.32,313.97
20040102,0450,13.09,314.37
20040102,0500,12.94,314.50
20040102,0510,13.15,316.50
20040102,0520,13.46,349.17
20040102,0530,13.75,350.97
20040102,0540,14.10,342.57
20040102,0550,14.45,343.33
20040102,0600,14.59,343.50
20040102,0610,14.61,327.66
20040102,0620,14.66,327.67
20040102,0630,14.69,327.75
20040102,0640,14.76,327.66
20040102,0650,14.90,327.66
20040102,0700,15.09,328.08
20040102,0710,15.20,328.52
20040102,0720,15.33,328.63
20040102,0730,15.47,328.33
20040102,0740,15.41,329.83
20040102,0750,15.36,329.74
20040102,0800,15.31,329.55
20040102,0810,15.34,329.57
20040102,0820,15.14,329.87
20040102,0830,14.90,330.37
20040102,0840,14.43,330.64
20040102,0850,14.06,345.46
20040102,0900,13.78,345.21
20040102,0910,13.62,345.21
20040102,0920,13.51,342.55
20040102,0930,13.54,343.11
20040102,0940,13.44,342.70
20040102,0950,13.32,341.31
20040102,1000,13.16,340.24
20040102,1010,13.07,340.10
20040102,1020,13.09,338.58
20040102,1030,12.99,335.12
20040102,1040,12.96,345.17
20040102,1050,13.04,343.46
20040102,1100,13.14,344.19
20040102,1110,13.34,344.52
20040102,1120,13.61,346.02
20040102,1130,13.94,347.52
20040102,1140,14.26,346.12
20040102,1150,14.51,346.74
20040102,1200,14.13,336.92
20040102,1210,13.67,338.75
20040102,1220,13.30,340.37
20040102,1230,12.81,339.07
20040102,1240,12.42,335.80
20040102,1250,12.02,324.61
20040102,1300,12.17,333.34
20040102,1310,12.65,330.85
20040102,1320,12.74,329.34
20040102,1330,13.02,341.07
20040102,1340,13.50,343.65
20040102,1350,13.86,347.09
20040102,1400,14.28,331.35
20040102,1410,14.98,331.95
20040102,1420,15.36,331.98
20040102,1430,15.55,331.81
20040102,1440,15.78,335.71
20040102,1450,15.85,335.59
20040102,1500,15.86,335.68
20040102,1510,15.86,335.92
20040102,1520,16.02,336.33
20040102,1530,16.22,336.70
20040102,1540,16.46,336.98
20040102,1550,16.56,361.67
20040102,1600,16.51,361.86
20040102,1610,16.41,362.05
20040102,1620,16.24,362.12
20040102,1630,16.01,362.00
20040102,1640,15.77,361.90
20040102,1650,15.62,352.13
20040102,1700,15.35,351.96
20040102,1710,14.97,351.90
20040102,1720,14.62,351.38
20040102,1730,14.23,350.81
20040102,1740,14.03,350.46
20040102,1750,13.90,350.29
20040102,1800,13.78,349.79
20040102,1810,13.41,364.06
20040102,1820,13.08,364.81
20040102,1830,12.51,355.27
20040102,1840,12.16,349.16
20040102,1850,12.02,350.31
20040102,1900,12.32,357.32
20040102,1910,12.30,355.12
20040102,1920,11.81,349.35
20040102,1930,11.40,325.53
20040102,1940,10.71,306.17
20040102,1950,9.53,226.69
20040102,2000,8.76,166.86
20040102,2010,8.36,135.84
20040102,2020,8.07,107.34
20040102,2030,7.88,114.45
20040102,2040,7.89,105.46
20040102,2050,7.81,98.64
20040102,2100,7.68,101.49
20040102,2110,7.62,86.24
20040102,2120,7.55,80.24
20040102,2130,7.37,88.17
20040102,2140,7.21,74.10
20040102,2150,7.09,68.32
20040102,2200,7.07,62.38
20040102,2210,7.05,62.45
20040102,2220,7.09,60.55
20040102,2230,7.09,56.92
20040102,2240,7.05,50.37
20040102,2250,7.03,51.35
20040102,2300,7.06,53.77
20040102,2310,7.13,50.58
20040102,2320,7.18,59.48
20040102,2330,7.29,57.53
20040102,2340,7.42,64.46
20040102,2350,7.59,79.62
20040103,0000,7.96,95.25
20040103,0010,8.28,104.23
20040103,0020,8.65,124.75
20040103,0030,8.98,136.61
20040103,0040,9.38,160.09
20040103,0050,9.64,165.32
20040103,0100,9.78,177.67
20040103,0110,9.94,192.00
20040103,0120,9.71,179.51
20040103,0130,9.47,162.94
20040103,0140,8.43,107.08
20040103,0150,7.80,77.74
20040103,0200,7.28,60.11
20040103,0210,6.95,42.64
20040103,0220,6.69,30.46
20040103,0230,6.45,24.93
20040103,0240,6.09,21.29
20040103,0250,5.74,21.29
20040103,0300,5.51,21.29
20040103,0310,5.50,21.29
20040103,0320,5.74,24.52
20040103,0330,6.04,25.80
20040103,0340,6.48,43.48
20040103,0350,6.86,58.31
20040103,0400,7.06,60.66
20040103,0410,7.08,59.24
20040103,0420,7.33,69.30
20040103,0430,7.48,74.68
20040103,0440,7.45,71.00
20040103,0450,7.58,86.39
20040103,0500,7.53,84.37
20040103,0510,7.21,67.42
20040103,0520,6.84,50.61
20040103,0530,6.61,41.82
20040103,0540,6.37,35.18
20040103,0550,6.16,26.19
20040103,0600,6.07,21.72
20040103,0610,6.02,21.33
20040103,0620,5.90,21.33
20040103,0630,5.99,28.38
20040103,0640,6.14,29.34
20040103,0650,6.16,23.79
20040103,0700,6.25,28.56
20040103,0710,6.47,33.03
20040103,0720,6.72,42.29
20040103,0730,6.70,36.90
20040103,0740,6.44,33.83
20040103,0750,5.94,21.43
20040103,0800,5.39,21.45
20040103,0810,4.78,21.47
20040103,0820,4.28,21.49
20040103,0830,3.92,21.51
20040103,0840,3.72,21.53
20040103,0850,3.64,21.55
20040103,0900,3.76,21.58
20040103,0910,3.91,21.60
20040103,0920,4.03,21.63
20040103,0930,4.14,21.66
20040103,0940,4.07,21.69
20040103,0950,4.08,21.72
20040103,1000,4.07,21.76
20040103,1010,4.02,21.79
20040103,1020,3.97,21.82
20040103,1030,3.82,21.85
20040103,1040,3.55,21.88
20040103,1050,2.89,21.91
20040103,1100,1.87,21.93
20040103,1110,.77,21.96
20040103,1120,.26,21.99
20040103,1130,.32,22.02
20040103,1140,.32,22.07
20040103,1150,.26,22.13
20040103,1200,.81,22.34
20040103,1210,1.41,22.43
20040103,1220,1.96,22.51
20040103,1230,2.47,23.05
20040103,1240,3.01,23.71
20040103,1250,3.58,27.71
20040103,1300,3.79,31.24
20040103,1310,3.69,29.49
20040103,1320,3.69,30.08
20040103,1330,3.55,28.50
20040103,1340,3.29,24.65
20040103,1350,3.13,23.79
20040103,1400,3.13,23.49
20040103,1410,3.22,23.93
20040103,1420,3.46,26.10
20040103,1430,3.82,30.69
20040103,1440,3.88,32.33
20040103,1450,3.95,34.11
20040103,1500,3.90,32.48
20040103,1510,3.98,33.68
20040103,1520,4.06,34.35
20040103,1530,3.98,34.71
20040103,1540,3.79,32.11
20040103,1550,3.54,29.39
20040103,1600,3.34,26.90
20040103,1610,3.20,26.23
20040103,1620,2.94,24.66
20040103,1630,2.55,24.20
20040103,1640,2.23,23.68
20040103,1650,1.98,23.70
20040103,1700,1.93,23.78
20040103,1710,2.11,24.39
20040103,1720,2.43,25.21
20040103,1730,2.63,25.79
20040103,1740,3.07,27.11
20040103,1750,3.88,36.17
20040103,1800,4.56,45.91
20040103,1810,4.79,48.96
20040103,1820,4.80,49.27
20040103,1830,4.88,49.67
20040103,1840,5.08,55.19
20040103,1850,5.14,55.98
20040103,1900,5.28,60.50
20040103,1910,5.63,73.50
20040103,1920,6.08,84.22
20040103,1930,6.51,96.35
20040103,1940,6.93,115.28
20040103,1950,7.17,117.33
20040103,2000,7.20,126.56
20040103,2010,6.95,115.14
20040103,2020,6.49,103.59
20040103,2030,5.95,87.21
20040103,2040,5.70,79.35
20040103,2050,5.64,81.33
20040103,2100,5.65,79.96
20040103,2110,5.58,77.12
20040103,2120,5.58,80.20
20040103,2130,5.64,81.71
20040103,2140,5.52,77.59
20040103,2150,5.32,71.89
20040103,2200,5.30,72.48
20040103,2210,5.44,75.53
20040103,2220,5.48,75.41
20040103,2230,5.31,67.60
20040103,2240,5.07,63.60
20040103,2250,4.94,61.94
20040103,2300,4.72,58.24
20040103,2310,4.58,54.90
20040103,2320,4.48,54.38
20040103,2330,4.52,52.46
20040103,2340,4.74,57.47
20040103,2350,4.92,60.00
20040104,0000,4.93,62.22
20040104,0010,4.97,65.55
20040104,0020,5.01,67.51
20040104,0030,4.96,69.89
20040104,0040,5.08,73.42
20040104,0050,5.07,74.45
20040104,0100,4.67,66.86
20040104,0110,3.95,56.57
20040104,0120,3.29,49.21
20040104,0130,2.69,46.60
20040104,0140,2.30,45.36
20040104,0150,2.27,43.79
20040104,0200,2.66,43.91
20040104,0210,3.12,44.63
20040104,0220,3.48,47.43
20040104,0230,4.04,54.09
20040104,0240,4.50,58.40
20040104,0250,4.91,68.67
20040104,0300,5.30,78.67
20040104,0310,5.52,82.35
20040104,0320,5.54,86.28
20040104,0330,5.45,84.80
20040104,0340,5.25,78.75
20040104,0350,4.94,74.10
20040104,0400,4.79,72.00
20040104,0410,4.60,66.65
20040104,0420,4.26,64.30
20040104,0430,3.83,58.59
20040104,0440,3.42,53.70
20040104,0450,3.10,51.97
20040104,0500,2.91,51.53
20040104,0510,2.74,51.46
20040104,0520,2.72,51.28
20040104,0530,2.78,51.50
20040104,0540,2.96,52.01
20040104,0550,3.16,52.77
20040104,0600,3.32,53.95
20040104,0610,3.44,55.24
20040104,0620,3.46,54.56
20040104,0630,3.46,55.35
20040104,0640,3.47,56.03
20040104,0650,3.56,57.32
20040104,0700,3.66,58.43
20040104,0710,3.63,57.81
20040104,0720,3.54,55.69
20040104,0730,3.42,53.08
20040104,0740,3.33,51.10
20040104,0750,3.30,51.14
20040104,0800,3.35,50.65
20040104,0810,3.40,50.96
20040104,0820,3.43,50.41
20040104,0830,3.40,50.47
20040104,0840,3.29,50.56
20040104,0850,3.19,47.82
20040104,0900,3.05,45.01
20040104,0910,2.97,43.87
20040104,0920,2.90,43.43
20040104,0930,2.83,43.01
20040104,0940,2.70,42.53
20040104,0950,2.59,41.77
20040104,1000,2.48,41.20
20040104,1010,2.41,40.72
20040104,1020,2.29,40.54
20040104,1030,2.16,40.64
20040104,1040,2.00,40.63
20040104,1050,1.75,40.25
20040104,1100,1.59,39.95
20040104,1110,1.53,39.80
20040104,1120,1.46,39.86
20040104,1130,1.43,39.90
20040104,1140,1.39,39.89
20040104,1150,1.34,39.83
20040104,1200,1.76,39.16
20040104,1210,2.21,38.38
20040104,1220,2.60,37.73
20040104,1230,3.11,37.48
20040104,1240,3.54,40.61
20040104,1250,4.04,44.45
20040104,1300,4.32,47.91
20040104,1310,4.43,49.87
20040104,1320,4.59,52.09
20040104,1330,4.75,54.56
20040104,1340,5.02,57.26
20040104,1350,5.24,62.10
20040104,1400,5.40,64.23
20040104,1410,5.31,61.21
20040104,1420,5.18,59.67
20040104,1430,4.96,53.34
20040104,1440,4.72,49.23
20040104,1450,4.56,48.44
20040104,1500,4.43,44.93
20040104,1510,4.37,45.33
20040104,1520,4.30,44.08
20040104,1530,4.21,40.19
20040104,1540,4.09,39.83
20040104,1550,3.90,38.20
20040104,1600,3.79,36.19
20040104,1610,3.67,35.04
20040104,1620,3.46,31.76
20040104,1630,3.17,30.63
20040104,1640,2.78,30.61
20040104,1650,2.43,30.60
20040104,1700,2.11,30.59
20040104,1710,1.96,30.57
20040104,1720,1.90,30.56
20040104,1730,1.97,30.54
20040104,1740,2.10,30.53
20040104,1750,2.23,30.60
20040104,1800,2.29,30.50
20040104,1810,2.32,30.48
20040104,1820,2.48,30.64
20040104,1830,2.69,30.64
20040104,1840,2.98,30.85
20040104,1850,3.24,32.76
20040104,1900,3.49,35.19
20040104,1910,3.65,35.29
20040104,1920,3.83,38.39
20040104,1930,4.01,39.72
20040104,1940,4.14,44.91
20040104,1950,4.10,42.27
20040104,2000,3.94,40.44
20040104,2010,3.75,40.12
20040104,2020,3.54,37.35
20040104,2030,3.39,37.23
20040104,2040,3.29,35.30
20040104,2050,3.20,36.31
20040104,2100,3.14,36.08
20040104,2110,3.17,35.94
20040104,2120,3.17,37.72
20040104,2130,3.21,37.72
20040104,2140,3.29,37.73
20040104,2150,3.36,39.82
20040104,2200,3.40,40.51
20040104,2210,3.47,39.88
20040104,2220,3.53,42.27
20040104,2230,3.43,40.70
20040104,2240,3.28,38.55
20040104,2250,3.30,39.08
20040104,2300,3.38,37.77
20040104,2310,3.52,39.60
20040104,2320,3.67,41.06
20040104,2330,3.78,42.80
20040104,2340,3.87,44.76
20040104,2350,4.03,47.82
20040105,0000,4.07,47.29
20040105,0010,4.13,47.24
20040105,0020,4.05,46.45
20040105,0030,4.05,44.01
20040105,0040,4.04,41.20
20040105,0050,4.18,40.91
20040105,0100,3.95,35.45
20040105,0110,4.35,37.14
20040105,0120,4.92,43.11
20040105,0130,5.27,45.51
20040105,0140,5.47,50.18
20040105,0150,5.47,52.04
20040105,0200,5.54,54.12
20040105,0210,5.72,57.74
20040105,0220,5.96,71.74
20040105,0230,5.94,64.49
20040105,0240,5.95,65.07
20040105,0250,5.93,62.93
20040105,0300,5.97,68.06
20040105,0310,5.93,64.31
20040105,0320,6.00,66.56
20040105,0330,6.26,75.33
20040105,0340,6.55,88.41
20040105,0350,6.62,90.73
20040105,0400,6.64,94.23
20040105,0410,6.74,95.00
20040105,0420,6.80,94.43
20040105,0430,6.75,97.08
20040105,0440,6.70,101.08
20040105,0450,6.70,93.48
20040105,0500,6.75,98.54
20040105,0510,6.76,98.45
20040105,0520,6.76,100.60
20040105,0530,6.65,95.29
20040105,0540,6.45,91.10
20040105,0550,6.23,84.23
20040105,0600,5.99,73.11
