SITE NUMBER: 00083 RATED CAP:  468.2 IEC CLASS: 1 LOSSES (%): 17.5
SITE LATITUDE:   42.64962 LONGITUDE: -101.95992
DATE,TIME(UTC),SPEED80M(M/S),NETPOWER(MW)
20040101,0010,17.29,447.10
20040101,0020,17.23,442.21
20040101,0030,17.21,438.39
20040101,0040,17.06,451.82
20040101,0050,17.29,451.43
20040101,0100,17.88,451.13
20040101,0110,18.29,454.15
20040101,0120,18.72,440.47
20040101,0130,19.31,437.70
20040101,0140,19.19,435.77
20040101,0150,18.17,434.88
20040101,0200,17.01,433.85
20040101,0210,16.10,433.08
20040101,0220,15.25,438.91
20040101,0230,14.85,436.33
20040101,0240,14.89,435.58
20040101,0250,15.11,436.59
20040101,0300,15.54,437.34
20040101,0310,16.02,447.55
20040101,0320,16.31,448.09
20040101,0330,16.40,431.83
20040101,0340,16.42,432.05
20040101,0350,16.50,432.14
20040101,0400,16.39,432.09
20040101,0410,16.18,442.43
20040101,0420,16.01,442.08
20040101,0430,15.78,420.91
20040101,0440,15.64,420.47
20040101,0450,15.51,420.63
20040101,0500,15.36,451.00
20040101,0510,15.03,449.54
20040101,0520,14.77,448.31
20040101,0530,14.62,448.77
20040101,0540,14.60,448.85
20040101,0550,14.56,430.82
20040101,0600,14.38,430.29
20040101,0610,13.97,425.24
20040101,0620,13.65,420.84
20040101,0630,13.40,415.68
20040101,0640,13.16,411.02
20040101,0650,13.05,407.33
20040101,0700,13.22,410.23
20040101,0710,13.50,414.61
20040101,0720,13.62,421.86
20040101,0730,13.50,417.42
20040101,0740,13.40,413.48
20040101,0750,13.43,418.20
20040101,0800,13.49,415.55
20040101,0810,13.48,413.72
20040101,0820,13.34,409.05
20040101,0830,13.36,396.55
20040101,0840,13.70,403.12
20040101,0850,13.74,405.46
20040101,0900,13.98,407.93
20040101,0910,14.49,416.82
20040101,0920,14.55,418.18
20040101,0930,14.77,421.87
20040101,0940,14.89,415.24
20040101,0950,15.05,417.67
20040101,1000,15.64,420.84
20040101,1010,16.07,422.99
20040101,1020,16.28,423.93
20040101,1030,16.54,431.54
20040101,1040,16.72,431.31
20040101,1050,16.97,430.02
20040101,1100,17.23,431.64
20040101,1110,17.53,433.11
20040101,1120,17.45,433.59
20040101,1130,17.05,429.10
20040101,1140,17.01,429.29
20040101,1150,17.24,429.45
20040101,1200,17.18,445.99
20040101,1210,16.95,446.43
20040101,1220,16.92,446.45
20040101,1230,16.75,446.23
20040101,1240,16.61,446.36
20040101,1250,16.49,446.35
20040101,1300,16.85,447.41
20040101,1310,16.86,447.55
20040101,1320,16.37,446.66
20040101,1330,16.41,446.87
20040101,1340,16.48,447.04
20040101,1350,16.16,445.83
20040101,1400,15.85,439.93
20040101,1410,14.72,431.62
20040101,1420,14.14,423.96
20040101,1430,13.94,417.91
20040101,1440,13.61,409.73
20040101,1450,13.21,399.60
20040101,1500,12.49,356.08
20040101,1510,12.10,339.63
20040101,1520,12.31,348.14
20040101,1530,12.50,357.57
20040101,1540,12.59,372.82
20040101,1550,12.23,356.35
20040101,1600,11.81,333.33
20040101,1610,11.65,323.55
20040101,1620,11.52,312.49
20040101,1630,11.50,315.02
20040101,1640,11.57,322.61
20040101,1650,11.64,314.18
20040101,1700,11.65,320.47
20040101,1710,11.64,318.66
20040101,1720,11.74,324.69
20040101,1730,11.75,330.31
20040101,1740,11.72,321.79
20040101,1750,11.80,329.99
20040101,1800,11.80,323.83
20040101,1810,11.79,328.35
20040101,1820,11.69,320.50
20040101,1830,11.78,326.23
20040101,1840,12.26,355.93
20040101,1850,12.36,355.04
20040101,1900,12.36,354.79
20040101,1910,12.14,342.93
20040101,1920,11.57,316.57
20040101,1930,10.93,280.19
20040101,1940,10.22,243.67
20040101,1950,9.84,214.04
20040101,2000,9.73,207.91
20040101,2010,9.57,196.92
20040101,2020,9.47,183.83
20040101,2030,9.31,170.37
20040101,2040,9.00,154.89
20040101,2050,8.57,131.62
20040101,2100,8.15,111.81
20040101,2110,7.85,95.04
20040101,2120,7.76,89.73
20040101,2130,7.50,76.54
20040101,2140,6.90,58.98
