SITE NUMBER: 00116 RATED CAP: 1304.4 IEC CLASS: 2 LOSSES (%): 17.6
SITE LATITUDE:   45.05646 LONGITUDE:  -96.84291
DATE,TIME(UTC),SPEED80M(M/S),NETPOWER(MW)
20040101,0010,8.46,610.22
20040101,0020,8.77,675.00
20040101,0030,8.86,682.04
20040101,0040,8.86,688.97
20040101,0050,8.96,695.84
20040101,0100,9.06,721.42
20040101,0110,9.18,736.57
20040101,0120,9.38,774.97
20040101,0130,9.50,802.04
20040101,0140,9.66,820.51
20040101,0150,9.83,870.93
20040101,0200,9.97,898.14
20040101,0210,10.13,913.73
20040101,0220,10.21,930.65
20040101,0230,10.40,974.62
20040101,0240,10.48,999.78
20040101,0250,10.51,1019.67
20040101,0300,10.59,1016.13
20040101,0310,10.64,1022.59
20040101,0320,10.73,1023.54
20040101,0330,10.69,1016.96
20040101,0340,10.44,978.43
20040101,0350,10.24,952.29
20040101,0400,10.19,950.19
20040101,0410,10.19,936.32
20040101,0420,10.05,934.62
20040101,0430,9.78,872.74
20040101,0440,9.64,843.15
20040101,0450,9.68,855.14
20040101,0500,9.84,883.64
20040101,0510,10.16,927.66
20040101,0520,10.63,1003.97
20040101,0530,10.91,1051.93
20040101,0540,11.18,1046.99
20040101,0550,11.41,1071.17
20040101,0600,11.49,1075.32
20040101,0610,11.49,1078.45
20040101,0620,11.39,1075.71
20040101,0630,11.15,1046.14
20040101,0640,10.93,1026.99
20040101,0650,10.77,1006.54
20040101,0700,10.72,1012.19
20040101,0710,10.70,1014.47
20040101,0720,10.72,1004.25
20040101,0730,10.67,1013.91
20040101,0740,10.61,1000.12
20040101,0750,10.63,1019.21
20040101,0800,10.80,1033.08
20040101,0810,11.00,1068.66
20040101,0820,11.26,1118.37
20040101,0830,11.56,1153.23
20040101,0840,11.75,1122.80
20040101,0850,11.84,1130.67
20040101,0900,11.90,1212.16
20040101,0910,11.95,1211.97
20040101,0920,11.99,1210.57
20040101,0930,12.10,1214.46
20040101,0940,12.11,1215.93
20040101,0950,12.01,1151.78
20040101,1000,11.97,1153.35
20040101,1010,11.94,1128.36
20040101,1020,11.95,1133.90
20040101,1030,11.94,1140.17
20040101,1040,12.00,1136.52
20040101,1050,12.06,1136.47
20040101,1100,12.21,1143.34
20040101,1110,12.34,1165.23
20040101,1120,12.40,1172.74
20040101,1130,12.24,1165.53
20040101,1140,12.12,1156.87
20040101,1150,12.11,1154.75
20040101,1200,11.82,1137.62
20040101,1210,11.51,1130.00
20040101,1220,11.21,1165.09
