SITE NUMBER: 00232 RATED CAP:  321.2 IEC CLASS: 2 LOSSES (%): 17.0
SITE LATITUDE:   44.26610 LONGITUDE:  -95.66763
DATE,TIME(UTC),SPEED80M(M/S),NETPOWER(MW)
20040101,0010,7.16,120.69
20040101,0020,7.64,137.12
20040101,0030,8.33,164.18
20040101,0040,8.95,192.70
20040101,0050,9.35,205.32
20040101,0100,9.39,211.88
20040101,0110,9.36,206.69
20040101,0120,9.57,218.80
20040101,0130,10.06,237.12
20040101,0140,10.54,255.28
20040101,0150,10.89,263.12
20040101,0200,11.06,266.45
20040101,0210,11.17,267.29
20040101,0220,11.42,271.75
20040101,0230,11.65,276.13
20040101,0240,11.71,278.52
20040101,0250,11.51,276.86
20040101,0300,11.28,268.05
20040101,0310,10.94,261.18
20040101,0320,10.64,250.75
20040101,0330,10.45,248.02
20040101,0340,10.29,242.70
20040101,0350,10.27,240.81
20040101,0400,10.25,242.85
20040101,0410,10.23,238.11
20040101,0420,10.30,242.66
20040101,0430,10.46,250.31
20040101,0440,10.54,243.67
20040101,0450,10.56,241.25
20040101,0500,10.49,249.80
20040101,0510,10.43,249.15
20040101,0520,10.48,248.29
20040101,0530,10.78,255.05
20040101,0540,11.19,264.84
20040101,0550,11.47,270.77
20040101,0600,11.47,274.48
20040101,0610,11.29,271.80
20040101,0620,11.11,269.07
20040101,0630,10.99,258.80
20040101,0640,10.95,258.00
20040101,0650,10.94,257.99
20040101,0700,11.02,259.30
20040101,0710,11.07,261.90
20040101,0720,11.14,261.63
20040101,0730,11.19,262.20
20040101,0740,11.21,257.28
20040101,0750,11.23,258.68
20040101,0800,11.20,262.66
20040101,0810,11.20,258.77
20040101,0820,11.18,265.16
20040101,0830,11.15,262.30
20040101,0840,11.18,265.88
20040101,0850,11.28,259.22
20040101,0900,11.45,266.60
20040101,0910,11.64,267.11
20040101,0920,11.81,279.15
20040101,0930,12.01,284.66
20040101,0940,12.17,262.35
20040101,0950,12.37,267.76
20040101,1000,12.69,271.03
20040101,1010,13.03,275.50
20040101,1020,13.29,276.52
20040101,1030,13.44,278.76
20040101,1040,13.51,278.22
20040101,1050,13.54,279.43
20040101,1100,13.62,279.53
20040101,1110,13.72,280.69
20040101,1120,13.74,302.54
20040101,1130,13.65,302.66
20040101,1140,13.55,302.95
20040101,1150,13.52,303.56
20040101,1200,12.87,304.81
20040101,1210,12.28,303.65
20040101,1220,11.65,293.38
20040101,1230,11.09,280.40
20040101,1240,10.42,266.17
20040101,1250,9.86,252.07
20040101,1300,10.01,247.26
20040101,1310,9.95,246.73
20040101,1320,10.04,244.32
20040101,1330,10.50,263.29
20040101,1340,11.00,281.62
20040101,1350,11.48,288.53
20040101,1400,11.81,296.77
20040101,1410,12.10,281.88
20040101,1420,12.46,285.15
20040101,1430,12.73,286.36
20040101,1440,13.00,296.00
20040101,1450,13.15,305.55
20040101,1500,13.16,305.11
20040101,1510,13.21,305.08
20040101,1520,13.30,306.41
20040101,1530,13.46,306.35
20040101,1540,13.59,306.90
20040101,1550,13.60,307.37
20040101,1600,13.48,307.52
20040101,1610,13.28,307.63
20040101,1620,12.95,306.35
20040101,1630,12.62,304.22
20040101,1640,12.31,303.16
20040101,1650,12.16,299.93
20040101,1700,12.11,299.13
20040101,1710,12.07,296.40
20040101,1720,12.16,293.72
20040101,1730,12.24,294.65
20040101,1740,12.34,294.17
20040101,1750,12.47,295.96
20040101,1800,12.47,292.63
20040101,1810,12.25,288.80
20040101,1820,11.94,285.26
20040101,1830,11.68,280.73
20040101,1840,11.43,273.40
20040101,1850,11.19,268.79
20040101,1900,10.90,259.07
20040101,1910,10.55,241.33
20040101,1920,10.23,227.98
20040101,1930,9.89,208.74
20040101,1940,9.42,176.55
20040101,1950,8.99,163.01
20040101,2000,8.90,153.29
20040101,2010,8.98,154.98
20040101,2020,8.98,152.51
20040101,2030,8.95,156.60
20040101,2040,9.09,159.00
20040101,2050,9.14,153.09
20040101,2100,9.16,150.95
20040101,2110,9.25,157.32
20040101,2120,9.37,161.51
20040101,2130,9.56,174.45
20040101,2140,9.80,178.59
20040101,2150,9.99,190.05
20040101,2200,10.14,192.37
20040101,2210,10.31,203.40
20040101,2220,10.38,205.70
20040101,2230,10.48,212.25
20040101,2240,10.74,224.33
20040101,2250,11.11,241.32
20040101,2300,11.49,252.80
20040101,2310,11.88,271.93
20040101,2320,12.10,277.46
20040101,2330,12.22,279.73
20040101,2340,12.41,282.68
20040101,2350,12.72,284.67
20040102,0000,12.20,281.87
20040102,0010,11.88,282.04
20040102,0020,11.44,277.96
20040102,0030,11.06,270.24
20040102,0040,10.45,253.87
20040102,0050,10.02,241.59
20040102,0100,9.91,245.89
20040102,0110,9.95,247.01
20040102,0120,10.07,239.87
20040102,0130,10.27,245.15
20040102,0140,10.49,253.31
20040102,0150,10.82,264.20
20040102,0200,10.96,267.91
20040102,0210,10.99,269.19
20040102,0220,11.23,276.48
20040102,0230,11.37,277.30
20040102,0240,11.55,283.15
20040102,0250,11.37,275.46
20040102,0300,11.07,264.32
20040102,0310,10.80,254.82
20040102,0320,10.68,251.50
20040102,0330,10.67,249.84
20040102,0340,10.67,249.15
20040102,0350,10.68,252.17
20040102,0400,10.45,243.82
20040102,0410,10.19,228.82
20040102,0420,10.13,226.68
20040102,0430,10.26,232.11
20040102,0440,10.46,244.06
20040102,0450,10.90,260.74
20040102,0500,11.21,270.36
20040102,0510,11.36,275.34
20040102,0520,11.36,275.19
20040102,0530,11.44,278.19
20040102,0540,11.62,282.10
20040102,0550,11.72,285.07
20040102,0600,11.54,281.24
20040102,0610,11.28,273.96
20040102,0620,11.37,286.26
20040102,0630,11.72,297.28
20040102,0640,12.01,303.61
20040102,0650,12.22,305.95
20040102,0700,12.19,278.37
20040102,0710,12.10,276.74
20040102,0720,12.07,276.86
20040102,0730,12.10,276.90
20040102,0740,12.28,279.25
20040102,0750,12.60,283.57
20040102,0800,13.18,286.34
20040102,0810,13.79,287.60
20040102,0820,14.20,287.96
20040102,0830,14.52,302.55
20040102,0840,14.69,302.96
20040102,0850,14.87,303.27
20040102,0900,15.02,303.32
20040102,0910,15.12,303.17
20040102,0920,15.28,302.98
20040102,0930,15.57,303.13
20040102,0940,15.97,290.00
20040102,0950,16.35,290.11
20040102,1000,16.66,290.44
20040102,1010,16.60,290.69
20040102,1020,16.35,291.36
20040102,1030,16.10,292.21
20040102,1040,15.90,293.17
20040102,1050,15.69,294.21
20040102,1100,15.52,295.31
20040102,1110,15.35,296.61
20040102,1120,15.22,297.03
20040102,1130,15.03,296.83
20040102,1140,14.83,300.26
20040102,1150,14.70,306.87
20040102,1200,14.27,306.01
20040102,1210,13.92,305.28
20040102,1220,13.47,304.06
20040102,1230,12.98,303.06
20040102,1240,12.61,303.31
20040102,1250,12.18,299.39
20040102,1300,11.75,290.46
20040102,1310,11.57,281.76
20040102,1320,11.62,285.30
20040102,1330,11.94,292.42
20040102,1340,12.33,298.21
20040102,1350,12.90,303.15
20040102,1400,13.61,303.95
20040102,1410,14.06,304.36
20040102,1420,13.90,296.94
20040102,1430,13.51,296.65
20040102,1440,13.31,296.01
20040102,1450,13.22,294.54
20040102,1500,13.16,293.80
20040102,1510,13.19,295.07
20040102,1520,13.17,295.42
20040102,1530,13.33,295.67
20040102,1540,13.61,296.55
20040102,1550,14.03,296.86
20040102,1600,14.52,297.26
20040102,1610,14.94,297.56
20040102,1620,15.20,297.73
20040102,1630,15.26,297.71
20040102,1640,15.22,307.87
20040102,1650,15.13,307.88
20040102,1700,15.06,307.85
20040102,1710,14.93,307.97
20040102,1720,14.82,307.84
20040102,1730,14.76,307.47
20040102,1740,14.82,307.24
20040102,1750,14.84,307.32
20040102,1800,14.78,295.14
20040102,1810,14.77,295.07
20040102,1820,14.83,294.31
20040102,1830,14.68,300.79
20040102,1840,14.38,299.43
20040102,1850,14.06,298.36
20040102,1900,13.78,297.12
20040102,1910,13.43,294.76
20040102,1920,13.04,292.57
20040102,1930,12.71,288.20
20040102,1940,12.56,287.18
20040102,1950,12.33,283.63
20040102,2000,12.12,277.29
20040102,2010,11.72,265.19
20040102,2020,11.37,253.11
20040102,2030,11.23,253.41
20040102,2040,11.56,263.33
20040102,2050,11.95,271.89
20040102,2100,12.16,276.29
20040102,2110,12.28,290.18
20040102,2120,12.35,291.35
20040102,2130,12.45,293.53
20040102,2140,12.53,295.69
20040102,2150,12.87,296.88
20040102,2200,13.10,297.60
20040102,2210,13.31,280.05
20040102,2220,13.32,280.45
20040102,2230,13.39,281.92
20040102,2240,13.56,282.67
20040102,2250,13.59,283.38
20040102,2300,13.77,284.05
20040102,2310,14.03,284.93
20040102,2320,14.26,285.16
20040102,2330,14.47,292.39
20040102,2340,14.66,291.03
20040102,2350,14.74,289.76
20040103,0000,14.78,287.99
20040103,0010,14.59,285.95
20040103,0020,14.55,284.58
20040103,0030,14.54,283.45
20040103,0040,14.33,282.69
20040103,0050,14.36,281.90
20040103,0100,14.45,281.76
20040103,0110,14.36,281.31
20040103,0120,14.21,281.14
20040103,0130,14.09,263.10
20040103,0140,14.13,262.96
20040103,0150,14.41,263.29
20040103,0200,14.98,263.10
20040103,0210,15.38,263.04
20040103,0220,15.88,262.88
20040103,0230,16.16,262.78
20040103,0240,16.37,262.72
20040103,0250,16.33,262.70
20040103,0300,16.25,262.83
20040103,0310,16.19,262.89
20040103,0320,16.27,262.87
20040103,0330,16.33,262.88
20040103,0340,16.31,262.84
20040103,0350,16.28,262.84
20040103,0400,16.36,262.82
20040103,0410,16.39,262.80
20040103,0420,16.11,262.80
20040103,0430,15.69,262.77
20040103,0440,15.24,262.68
20040103,0450,14.99,262.63
20040103,0500,14.97,262.58
20040103,0510,14.95,287.72
20040103,0520,14.95,278.85
20040103,0530,14.80,278.68
20040103,0540,14.49,278.57
20040103,0550,14.18,278.35
20040103,0600,14.03,282.54
20040103,0610,13.98,282.35
20040103,0620,14.04,287.94
20040103,0630,13.98,287.09
20040103,0640,13.93,266.65
20040103,0650,13.90,266.19
20040103,0700,13.86,265.72
20040103,0710,13.76,265.08
20040103,0720,13.60,275.59
20040103,0730,13.49,275.29
20040103,0740,13.53,274.49
20040103,0750,13.55,274.00
20040103,0800,13.49,272.58
20040103,0810,13.37,271.83
20040103,0820,13.09,271.20
20040103,0830,12.77,269.74
20040103,0840,12.50,267.78
20040103,0850,12.12,266.53
20040103,0900,11.85,263.24
20040103,0910,11.66,273.19
20040103,0920,11.42,269.32
20040103,0930,11.06,246.78
20040103,0940,10.48,226.05
20040103,0950,9.94,205.03
20040103,1000,9.56,177.37
20040103,1010,9.28,168.91
20040103,1020,9.21,172.40
20040103,1030,9.22,164.94
20040103,1040,9.26,172.99
20040103,1050,9.33,174.64
20040103,1100,9.39,170.22
20040103,1110,9.35,165.54
20040103,1120,9.33,162.44
20040103,1130,9.31,157.51
20040103,1140,9.28,153.35
20040103,1150,9.27,156.40
20040103,1200,8.99,148.52
20040103,1210,8.59,133.10
20040103,1220,8.41,126.68
20040103,1230,7.92,109.30
20040103,1240,7.63,101.72
20040103,1250,7.29,90.76
20040103,1300,6.50,65.31
20040103,1310,6.39,57.95
20040103,1320,6.44,56.24
20040103,1330,6.16,52.62
20040103,1340,5.84,40.39
20040103,1350,5.78,39.08
20040103,1400,5.95,39.73
20040103,1410,6.21,44.72
20040103,1420,6.56,53.65
20040103,1430,6.94,64.38
20040103,1440,7.46,85.64
20040103,1450,7.86,99.59
20040103,1500,8.11,109.36
20040103,1510,8.26,120.27
20040103,1520,8.53,127.41
20040103,1530,8.72,136.47
20040103,1540,8.95,152.54
20040103,1550,9.15,169.75
20040103,1600,9.25,172.25
20040103,1610,9.24,171.46
20040103,1620,9.11,163.88
20040103,1630,9.00,163.87
20040103,1640,8.86,158.98
20040103,1650,8.76,146.91
20040103,1700,8.76,151.96
20040103,1710,8.79,161.33
20040103,1720,8.89,156.39
20040103,1730,9.01,167.22
20040103,1740,9.02,162.29
20040103,1750,8.81,158.58
20040103,1800,8.58,142.17
20040103,1810,8.29,126.56
20040103,1820,7.89,108.61
20040103,1830,7.41,87.01
20040103,1840,6.86,58.45
20040103,1850,6.38,47.57
20040103,1900,6.16,44.36
20040103,1910,6.14,36.10
20040103,1920,6.19,42.31
20040103,1930,6.15,37.88
20040103,1940,6.07,33.30
20040103,1950,6.04,29.34
20040103,2000,6.14,31.79
20040103,2010,6.33,39.10
20040103,2020,6.52,45.49
20040103,2030,6.59,45.29
20040103,2040,6.67,45.92
20040103,2050,6.75,52.19
20040103,2100,6.73,52.64
20040103,2110,6.74,50.95
20040103,2120,6.73,46.86
20040103,2130,6.72,41.42
20040103,2140,6.67,44.45
20040103,2150,6.72,45.78
20040103,2200,6.86,56.54
20040103,2210,7.01,52.58
20040103,2220,7.10,61.29
20040103,2230,7.13,67.65
20040103,2240,6.92,57.44
20040103,2250,6.64,49.13
20040103,2300,6.50,39.60
20040103,2310,6.45,38.00
20040103,2320,6.62,40.89
20040103,2330,6.96,49.77
20040103,2340,7.29,59.04
20040103,2350,7.50,64.54
20040104,0000,7.46,72.32
20040104,0010,7.25,67.31
20040104,0020,7.19,67.33
20040104,0030,7.06,66.05
20040104,0040,6.82,60.21
20040104,0050,6.86,61.63
20040104,0100,7.10,69.54
20040104,0110,7.36,82.88
20040104,0120,7.09,73.18
20040104,0130,6.48,54.55
20040104,0140,6.11,44.09
20040104,0150,6.11,49.19
20040104,0200,6.63,56.26
20040104,0210,6.89,60.39
20040104,0220,6.95,59.48
20040104,0230,6.58,53.16
20040104,0240,6.23,46.13
20040104,0250,5.99,41.20
20040104,0300,6.01,40.87
20040104,0310,6.07,43.04
20040104,0320,6.03,43.11
20040104,0330,5.70,36.19
20040104,0340,5.23,26.39
20040104,0350,4.74,23.24
20040104,0400,4.45,23.24
20040104,0410,4.32,23.25
20040104,0420,4.45,24.09
20040104,0430,4.70,28.97
20040104,0440,4.98,32.73
20040104,0450,5.22,36.64
20040104,0500,5.39,41.38
20040104,0510,5.47,42.07
20040104,0520,5.45,41.39
20040104,0530,5.42,40.68
20040104,0540,5.30,37.68
20040104,0550,5.20,35.89
20040104,0600,5.16,34.23
20040104,0610,5.30,37.56
20040104,0620,5.53,42.86
20040104,0630,5.70,47.11
20040104,0640,5.82,50.61
20040104,0650,5.81,52.81
20040104,0700,5.81,50.80
20040104,0710,5.83,52.35
20040104,0720,5.90,55.45
20040104,0730,5.98,58.56
20040104,0740,6.13,63.16
20040104,0750,6.37,70.93
20040104,0800,6.51,73.32
20040104,0810,6.65,84.04
20040104,0820,6.82,87.63
20040104,0830,7.09,101.45
20040104,0840,7.38,111.89
20040104,0850,7.66,122.87
20040104,0900,7.87,136.88
20040104,0910,7.99,137.21
20040104,0920,8.05,138.82
20040104,0930,8.03,143.96
20040104,0940,7.91,140.46
20040104,0950,7.71,128.50
20040104,1000,7.58,122.56
20040104,1010,7.44,113.19
20040104,1020,7.33,110.99
20040104,1030,7.14,103.80
20040104,1040,7.01,97.73
20040104,1050,6.90,93.49
20040104,1100,6.70,86.21
20040104,1110,6.37,76.72
20040104,1120,5.96,64.07
20040104,1130,5.64,54.76
20040104,1140,5.37,51.03
20040104,1150,5.18,48.36
20040104,1200,5.26,48.99
20040104,1210,5.39,52.45
20040104,1220,5.49,54.09
20040104,1230,5.50,52.59
20040104,1240,5.53,50.20
20040104,1250,5.65,55.92
20040104,1300,5.90,58.85
20040104,1310,6.22,66.43
20040104,1320,6.15,66.25
20040104,1330,5.69,54.28
20040104,1340,5.33,46.50
20040104,1350,5.43,49.37
20040104,1400,5.82,56.48
20040104,1410,6.28,65.09
20040104,1420,6.70,81.93
20040104,1430,6.98,90.12
20040104,1440,7.24,103.79
20040104,1450,7.49,110.04
20040104,1500,7.69,114.77
20040104,1510,7.82,122.51
20040104,1520,7.94,129.50
20040104,1530,8.16,140.96
20040104,1540,8.35,152.71
20040104,1550,8.45,152.65
20040104,1600,8.36,152.79
20040104,1610,8.14,142.32
20040104,1620,7.69,123.19
20040104,1630,7.13,99.96
20040104,1640,6.70,81.25
20040104,1650,6.41,78.28
20040104,1700,6.16,69.20
20040104,1710,5.84,58.62
20040104,1720,5.66,54.77
20040104,1730,5.58,51.83
20040104,1740,5.52,48.30
20040104,1750,5.41,49.18
20040104,1800,5.33,42.13
20040104,1810,5.30,42.74
20040104,1820,5.34,43.08
20040104,1830,5.50,49.19
20040104,1840,5.68,50.94
20040104,1850,5.83,57.38
20040104,1900,5.83,50.75
20040104,1910,5.91,53.70
20040104,1920,6.12,59.67
20040104,1930,6.47,69.71
20040104,1940,6.80,82.40
20040104,1950,7.03,100.97
20040104,2000,7.14,100.97
20040104,2010,7.19,103.82
20040104,2020,7.33,110.05
20040104,2030,7.55,108.37
20040104,2040,7.82,128.26
20040104,2050,8.02,145.53
20040104,2100,8.05,143.37
20040104,2110,8.04,146.15
20040104,2120,8.04,145.77
20040104,2130,8.12,153.96
20040104,2140,8.14,157.82
20040104,2150,8.09,151.29
20040104,2200,7.94,147.38
20040104,2210,7.75,141.34
20040104,2220,7.54,125.58
20040104,2230,7.43,126.89
20040104,2240,7.37,123.27
20040104,2250,7.38,124.23
20040104,2300,7.46,122.89
20040104,2310,7.59,135.39
20040104,2320,7.78,132.91
20040104,2330,8.04,149.08
20040104,2340,8.29,160.60
20040104,2350,8.43,159.74
20040105,0000,8.39,160.21
20040105,0010,8.42,166.74
20040105,0020,8.27,158.21
20040105,0030,8.05,148.05
20040105,0040,8.11,150.82
20040105,0050,8.00,150.69
20040105,0100,8.15,158.06
20040105,0110,8.25,158.51
20040105,0120,8.34,159.02
20040105,0130,8.26,158.32
20040105,0140,8.29,165.19
20040105,0150,8.43,168.83
20040105,0200,8.85,192.52
20040105,0210,8.95,197.92
20040105,0220,8.90,195.80
20040105,0230,8.62,181.95
20040105,0240,8.42,172.58
20040105,0250,8.14,160.44
20040105,0300,8.05,154.86
20040105,0310,8.02,149.15
20040105,0320,8.05,154.15
20040105,0330,7.99,151.81
20040105,0340,7.88,150.31
20040105,0350,7.88,146.54
