SITE NUMBER: 00239 RATED CAP:  333.8 IEC CLASS: 2 LOSSES (%): 17.1
SITE LATITUDE:   37.54628 LONGITUDE:  -99.99083
DATE,TIME(UTC),SPEED80M(M/S),NETPOWER(MW)
20040101,0010,7.18,98.66
20040101,0020,7.72,116.64
20040101,0030,7.92,123.35
20040101,0040,8.14,131.39
20040101,0050,8.26,134.83
20040101,0100,8.51,143.48
20040101,0110,9.02,166.29
20040101,0120,9.90,216.65
20040101,0130,10.96,261.17
20040101,0140,11.78,278.29
20040101,0150,12.18,281.37
20040101,0200,12.47,275.68
20040101,0210,12.70,277.07
20040101,0220,12.63,276.53
20040101,0230,12.43,275.48
20040101,0240,12.36,274.60
20040101,0250,12.28,271.91
20040101,0300,12.22,264.09
20040101,0310,12.09,263.46
20040101,0320,12.03,262.78
20040101,0330,12.20,265.00
20040101,0340,12.30,266.17
20040101,0350,12.30,266.50
20040101,0400,12.27,267.47
20040101,0410,12.26,268.93
20040101,0420,12.23,268.06
20040101,0430,12.12,266.87
20040101,0440,11.98,266.48
20040101,0450,11.99,266.08
20040101,0500,12.13,267.33
20040101,0510,12.36,269.52
20040101,0520,12.68,270.95
20040101,0530,12.90,272.57
20040101,0540,13.11,273.40
20040101,0550,13.27,277.40
20040101,0600,13.44,277.98
20040101,0610,13.60,278.52
20040101,0620,13.80,279.04
20040101,0630,14.03,279.26
20040101,0640,14.42,279.54
20040101,0650,14.84,279.72
20040101,0700,15.24,279.96
20040101,0710,15.38,280.17
20040101,0720,15.35,280.51
20040101,0730,15.34,273.37
20040101,0740,15.36,273.15
20040101,0750,15.40,273.35
20040101,0800,15.47,267.09
20040101,0810,15.39,267.57
20040101,0820,15.24,267.87
20040101,0830,15.10,268.40
20040101,0840,14.95,268.97
20040101,0850,14.74,271.38
20040101,0900,14.56,271.50
20040101,0910,14.43,271.39
20040101,0920,14.34,274.40
20040101,0930,14.31,275.12
20040101,0940,14.26,275.00
20040101,0950,14.15,275.13
20040101,1000,14.04,285.84
20040101,1010,13.72,282.88
20040101,1020,13.45,281.28
20040101,1030,13.34,281.33
20040101,1040,13.30,280.08
20040101,1050,13.30,280.38
20040101,1100,13.31,279.45
20040101,1110,13.33,279.28
20040101,1120,13.23,279.03
20040101,1130,13.15,278.50
20040101,1140,13.03,277.12
20040101,1150,12.88,275.75
20040101,1200,12.61,276.83
20040101,1210,12.31,273.36
20040101,1220,12.06,272.10
20040101,1230,11.72,262.58
20040101,1240,11.45,246.44
20040101,1250,11.17,238.55
20040101,1300,10.64,220.60
20040101,1310,10.10,193.85
20040101,1320,9.60,169.18
20040101,1330,9.46,160.77
20040101,1340,9.51,159.71
20040101,1350,9.41,157.02
20040101,1400,9.27,146.18
20040101,1410,9.39,151.12
20040101,1420,9.58,157.95
20040101,1430,9.72,164.48
20040101,1440,9.78,167.79
20040101,1450,9.81,170.64
20040101,1500,9.79,171.56
20040101,1510,9.71,166.74
20040101,1520,9.82,170.95
20040101,1530,10.15,185.46
20040101,1540,10.70,211.04
20040101,1550,11.22,230.94
20040101,1600,11.18,238.95
20040101,1610,11.03,229.63
20040101,1620,10.58,210.01
20040101,1630,10.33,194.89
20040101,1640,9.39,157.39
20040101,1650,8.71,127.02
20040101,1700,8.09,96.18
20040101,1710,7.72,86.82
20040101,1720,7.78,87.94
20040101,1730,8.02,98.93
20040101,1740,8.23,110.90
20040101,1750,8.38,110.72
20040101,1800,8.29,110.66
20040101,1810,7.90,96.86
20040101,1820,7.42,80.31
20040101,1830,6.96,60.51
20040101,1840,6.32,47.93
20040101,1850,5.43,20.99
20040101,1900,4.42,20.52
20040101,1910,3.68,20.50
20040101,1920,3.26,20.48
20040101,1930,2.85,20.47
20040101,1940,2.53,20.45
20040101,1950,2.26,20.44
20040101,2000,2.12,20.42
20040101,2010,2.02,20.40
20040101,2020,2.13,20.37
20040101,2030,2.38,20.34
20040101,2040,2.68,20.31
20040101,2050,2.88,20.28
20040101,2100,3.03,20.25
20040101,2110,3.18,20.22
20040101,2120,3.32,20.18
20040101,2130,3.44,20.15
20040101,2140,3.27,20.12
20040101,2150,3.11,20.09
20040101,2200,2.91,20.06
20040101,2210,2.89,20.03
20040101,2220,2.85,19.99
20040101,2230,2.62,19.96
20040101,2240,2.47,19.93
20040101,2250,2.33,19.90
20040101,2300,2.32,19.87
20040101,2310,2.30,19.90
20040101,2320,2.37,19.87
20040101,2330,2.32,19.78
20040101,2340,2.16,19.75
20040101,2350,2.13,19.72
20040102,0000,2.62,19.94
20040102,0010,3.15,20.69
20040102,0020,3.59,23.15
20040102,0030,4.26,29.05
20040102,0040,4.69,33.83
20040102,0050,5.40,43.63
20040102,0100,5.76,49.87
20040102,0110,6.03,54.73
20040102,0120,6.64,68.58
20040102,0130,7.29,84.81
20040102,0140,7.76,100.66
20040102,0150,7.84,102.77
20040102,0200,7.78,99.53
20040102,0210,7.76,98.77
20040102,0220,7.69,96.42
20040102,0230,7.61,97.73
20040102,0240,7.64,98.41
20040102,0250,7.61,97.90
20040102,0300,7.88,109.66
20040102,0310,8.22,123.36
20040102,0320,8.53,136.56
20040102,0330,8.78,150.10
20040102,0340,8.75,147.67
20040102,0350,8.52,137.61
20040102,0400,8.40,131.33
20040102,0410,8.73,147.32
20040102,0420,9.27,174.92
20040102,0430,9.82,206.23
20040102,0440,10.31,228.81
20040102,0450,10.72,247.68
20040102,0500,10.90,254.88
20040102,0510,11.33,268.75
20040102,0520,11.76,281.19
20040102,0530,12.40,291.15
20040102,0540,12.92,296.33
20040102,0550,13.08,299.23
20040102,0600,13.13,301.59
20040102,0610,13.01,302.98
20040102,0620,12.85,303.56
20040102,0630,12.95,304.68
20040102,0640,13.16,306.91
20040102,0650,13.21,309.21
20040102,0700,13.13,308.72
20040102,0710,13.01,310.06
20040102,0720,12.73,309.84
20040102,0730,12.46,308.49
20040102,0740,12.30,300.82
20040102,0750,12.07,295.20
20040102,0800,11.90,295.08
20040102,0810,11.79,297.27
20040102,0820,11.91,297.39
