SITE NUMBER: 00213 RATED CAP:  588.5 IEC CLASS: 1 LOSSES (%): 16.9
SITE LATITUDE:   37.54040 LONGITUDE:  -99.58828
DATE,TIME(UTC),SPEED80M(M/S),NETPOWER(MW)
20040101,0010,7.41,146.34
20040101,0020,7.57,152.47
20040101,0030,7.64,148.13
20040101,0040,7.85,157.84
20040101,0050,8.13,168.25
20040101,0100,8.40,179.64
20040101,0110,8.70,192.10
20040101,0120,9.55,245.56
20040101,0130,10.44,320.09
20040101,0140,11.06,359.43
20040101,0150,11.46,386.73
20040101,0200,11.77,395.23
20040101,0210,11.93,405.94
20040101,0220,12.02,412.48
20040101,0230,12.12,423.38
20040101,0240,12.16,427.36
20040101,0250,12.38,433.66
20040101,0300,12.73,429.46
20040101,0310,12.83,434.77
20040101,0320,12.84,438.31
20040101,0330,12.77,435.18
20040101,0340,12.51,426.89
20040101,0350,12.28,413.70
20040101,0400,12.18,405.93
20040101,0410,12.21,409.18
20040101,0420,12.36,417.51
20040101,0430,12.58,427.53
20040101,0440,12.75,437.94
20040101,0450,12.90,440.83
20040101,0500,13.04,445.50
20040101,0510,13.14,449.75
20040101,0520,13.18,449.21
20040101,0530,13.09,447.61
20040101,0540,13.01,446.43
20040101,0550,12.94,438.98
20040101,0600,12.95,442.76
20040101,0610,13.05,444.56
20040101,0620,13.19,451.03
20040101,0630,13.36,453.16
20040101,0640,13.62,460.29
20040101,0650,13.91,465.53
20040101,0700,14.28,469.07
20040101,0710,14.54,472.83
20040101,0720,14.66,479.34
20040101,0730,14.69,479.59
20040101,0740,14.78,479.09
20040101,0750,14.84,476.76
20040101,0800,14.82,476.48
20040101,0810,14.61,476.34
20040101,0820,14.29,474.27
20040101,0830,14.03,467.88
20040101,0840,13.67,461.19
20040101,0850,13.34,454.32
20040101,0900,13.07,432.61
20040101,0910,12.85,430.00
20040101,0920,12.59,419.93
20040101,0930,12.44,417.90
20040101,0940,12.34,402.66
20040101,0950,12.11,393.39
20040101,1000,11.89,383.79
20040101,1010,11.56,370.25
20040101,1020,11.27,345.94
20040101,1030,10.97,325.94
20040101,1040,10.75,308.86
20040101,1050,10.69,300.46
20040101,1100,10.66,304.37
20040101,1110,10.58,299.30
20040101,1120,10.39,276.57
20040101,1130,10.10,253.46
20040101,1140,9.90,227.06
20040101,1150,9.93,254.14
20040101,1200,10.18,270.42
20040101,1210,10.18,268.11
20040101,1220,10.47,287.63
20040101,1230,10.55,287.31
20040101,1240,10.75,311.53
20040101,1250,10.86,320.71
20040101,1300,10.47,283.72
20040101,1310,10.18,250.50
20040101,1320,9.75,209.89
20040101,1330,9.40,185.85
20040101,1340,8.90,152.66
20040101,1350,8.81,144.02
20040101,1400,9.39,190.94
20040101,1410,10.16,242.03
20040101,1420,10.72,279.02
20040101,1430,11.11,309.52
20040101,1440,11.32,324.46
20040101,1450,11.35,320.29
20040101,1500,10.92,291.53
20040101,1510,10.41,263.69
20040101,1520,10.24,251.99
20040101,1530,10.28,254.17
20040101,1540,10.24,249.85
20040101,1550,9.69,207.10
20040101,1600,9.00,163.94
20040101,1610,8.44,130.88
20040101,1620,8.29,125.88
20040101,1630,8.36,131.06
20040101,1640,8.66,143.18
20040101,1650,8.74,161.44
20040101,1700,8.36,138.81
20040101,1710,7.58,98.18
20040101,1720,7.09,84.55
20040101,1730,6.87,62.26
20040101,1740,6.53,50.23
20040101,1750,6.01,32.06
20040101,1800,5.57,32.11
20040101,1810,5.15,32.14
20040101,1820,4.75,32.15
20040101,1830,4.54,32.15
20040101,1840,4.48,32.13
20040101,1850,4.47,32.12
20040101,1900,4.21,32.09
20040101,1910,3.87,32.06
20040101,1920,3.55,32.03
20040101,1930,3.29,31.99
20040101,1940,3.12,31.95
20040101,1950,2.89,31.91
20040101,2000,2.78,31.87
20040101,2010,2.66,31.83
20040101,2020,2.59,31.79
20040101,2030,2.60,31.74
20040101,2040,2.73,31.70
20040101,2050,2.79,31.65
20040101,2100,2.96,31.60
20040101,2110,3.15,31.66
20040101,2120,3.27,31.50
20040101,2130,3.26,31.45
20040101,2140,3.11,31.40
20040101,2150,3.10,31.45
20040101,2200,2.86,31.30
20040101,2210,2.71,31.25
20040101,2220,2.67,31.19
20040101,2230,2.57,31.47
20040101,2240,2.54,31.50
20040101,2250,2.50,31.42
20040101,2300,2.61,31.47
20040101,2310,2.63,31.43
20040101,2320,2.76,31.68
20040101,2330,2.74,31.51
20040101,2340,2.40,30.81
20040101,2350,2.25,30.76
20040102,0000,2.67,30.98
20040102,0010,3.37,34.77
20040102,0020,3.88,39.03
20040102,0030,4.22,42.81
20040102,0040,4.86,53.68
20040102,0050,5.37,63.30
20040102,0100,6.36,90.19
20040102,0110,6.82,105.35
20040102,0120,7.12,114.60
