SITE NUMBER: 00141 RATED CAP: 1010.6 IEC CLASS: 2 LOSSES (%): 17.2
SITE LATITUDE:   44.43299 LONGITUDE:  -99.39770
DATE,TIME(UTC),SPEED80M(M/S),NETPOWER(MW)
20040101,0010,16.88,920.75
20040101,0020,17.18,919.96
20040101,0030,17.20,920.31
20040101,0040,17.07,908.02
20040101,0050,16.99,906.38
20040101,0100,16.96,903.97
20040101,0110,16.85,903.01
20040101,0120,17.15,900.07
20040101,0130,17.47,895.87
20040101,0140,17.77,893.60
20040101,0150,18.14,891.22
20040101,0200,18.36,890.08
20040101,0210,18.42,889.45
20040101,0220,18.52,888.00
20040101,0230,18.58,885.97
20040101,0240,18.64,883.85
20040101,0250,18.48,891.60
20040101,0300,18.30,891.11
20040101,0310,18.00,890.08
20040101,0320,17.53,889.51
20040101,0330,17.16,889.37
20040101,0340,16.92,889.43
20040101,0350,16.76,889.56
20040101,0400,16.56,861.13
20040101,0410,16.28,861.18
20040101,0420,16.11,861.19
20040101,0430,16.05,861.21
20040101,0440,16.13,861.22
20040101,0450,16.38,861.22
20040101,0500,16.69,861.22
20040101,0510,16.85,861.17
20040101,0520,16.96,871.15
20040101,0530,16.92,871.67
20040101,0540,16.82,872.27
20040101,0550,16.69,898.34
20040101,0600,16.69,898.47
20040101,0610,16.53,898.57
20040101,0620,16.33,898.47
20040101,0630,16.08,897.49
20040101,0640,15.98,867.37
20040101,0650,16.04,866.56
20040101,0700,16.19,865.91
20040101,0710,16.24,865.20
20040101,0720,16.11,864.50
20040101,0730,15.65,863.30
20040101,0740,15.20,862.08
20040101,0750,14.89,887.15
20040101,0800,14.71,887.87
20040101,0810,14.63,888.33
20040101,0820,14.57,888.24
20040101,0830,14.60,888.72
20040101,0840,14.58,886.34
20040101,0850,14.48,886.70
20040101,0900,14.36,886.31
20040101,0910,14.29,885.48
20040101,0920,14.22,882.76
20040101,0930,14.19,881.76
20040101,0940,14.10,896.68
20040101,0950,13.99,896.85
20040101,1000,14.02,885.60
20040101,1010,14.01,886.99
20040101,1020,13.93,882.46
20040101,1030,13.85,883.75
20040101,1040,13.80,884.92
20040101,1050,13.79,885.00
20040101,1100,13.80,886.15
20040101,1110,13.78,887.01
20040101,1120,13.71,885.65
20040101,1130,13.59,884.27
20040101,1140,13.45,882.43
20040101,1150,13.37,882.08
20040101,1200,13.00,889.23
20040101,1210,12.71,894.76
20040101,1220,12.28,821.45
20040101,1230,11.95,816.16
20040101,1240,11.56,804.60
20040101,1250,11.21,785.84
20040101,1300,11.00,765.17
20040101,1310,10.79,739.81
20040101,1320,10.91,744.29
20040101,1330,11.13,755.91
20040101,1340,11.20,759.39
