SITE NUMBER: 00196 RATED CAP:   99.6 IEC CLASS: 1 LOSSES (%): 16.7
SITE LATITUDE:   44.79948 LONGITUDE:  -70.77192
DATE,TIME(UTC),SPEED80M(M/S),NETPOWER(MW)
20040101,0010,10.47,52.12
20040101,0020,10.36,50.64
20040101,0030,10.63,50.89
20040101,0040,10.80,53.52
20040101,0050,11.01,55.02
20040101,0100,11.07,55.65
20040101,0110,11.19,58.60
20040101,0120,11.19,56.37
20040101,0130,10.92,59.59
20040101,0140,10.77,50.91
20040101,0150,10.72,47.67
20040101,0200,10.64,50.35
20040101,0210,10.46,46.70
20040101,0220,10.37,45.03
20040101,0230,10.41,49.54
20040101,0240,10.41,48.73
20040101,0250,10.38,47.37
20040101,0300,10.06,44.77
20040101,0310,9.70,43.96
20040101,0320,9.35,40.28
20040101,0330,9.31,38.62
20040101,0340,9.58,41.58
20040101,0350,9.91,44.87
20040101,0400,10.44,51.28
20040101,0410,11.03,51.90
20040101,0420,11.01,55.99
20040101,0430,10.76,55.24
20040101,0440,10.29,50.45
20040101,0450,9.64,45.70
20040101,0500,11.37,66.51
20040101,0510,13.68,82.08
20040101,0520,13.44,78.33
20040101,0530,12.46,77.57
20040101,0540,11.19,62.11
20040101,0550,10.97,62.80
20040101,0600,11.28,67.90
20040101,0610,11.77,72.24
20040101,0620,12.00,76.22
20040101,0630,12.22,69.39
20040101,0640,12.24,74.54
20040101,0650,11.95,75.23
20040101,0700,11.50,71.14
20040101,0710,11.03,64.38
20040101,0720,10.71,65.53
20040101,0730,10.57,57.49
20040101,0740,10.53,61.28
20040101,0750,10.55,52.42
20040101,0800,10.62,58.47
20040101,0810,10.69,64.15
20040101,0820,10.78,66.42
20040101,0830,10.91,57.41
20040101,0840,11.05,66.06
20040101,0850,11.21,68.16
20040101,0900,11.34,70.56
20040101,0910,11.44,72.62
20040101,0920,11.55,71.40
20040101,0930,11.59,74.59
20040101,0940,11.47,70.81
20040101,0950,11.32,68.18
20040101,1000,11.19,71.81
20040101,1010,11.07,68.34
20040101,1020,11.01,66.77
20040101,1030,11.01,70.90
20040101,1040,11.12,70.93
20040101,1050,11.28,69.44
20040101,1100,11.30,73.35
20040101,1110,11.07,72.64
20040101,1120,10.64,66.33
20040101,1130,10.09,61.41
20040101,1140,9.54,53.83
20040101,1150,9.08,43.30
20040101,1200,9.81,49.36
20040101,1210,10.35,62.90
20040101,1220,11.15,60.58
20040101,1230,11.61,68.02
20040101,1240,12.42,76.81
20040101,1250,13.20,79.33
20040101,1300,13.20,82.06
20040101,1310,13.22,80.21
20040101,1320,13.46,83.08
20040101,1330,13.78,83.58
20040101,1340,13.73,83.89
20040101,1350,13.60,83.14
20040101,1400,13.47,83.57
20040101,1410,13.28,82.73
20040101,1420,13.16,82.22
20040101,1430,13.11,81.99
20040101,1440,13.28,81.35
20040101,1450,13.53,85.10
20040101,1500,13.79,86.05
20040101,1510,13.92,84.84
20040101,1520,13.93,87.84
20040101,1530,14.00,86.67
20040101,1540,14.27,88.29
20040101,1550,14.47,89.86
20040101,1600,14.53,88.78
20040101,1610,14.53,88.31
20040101,1620,14.39,86.73
